"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","PROKKA_11072017","PROKKA_11072017_DJ","PROKKA_11162017"
"nuoE","","NADH-quinone oxidoreductase subunit E","3","3","1","5","5084","","","","494","494","494","vin_ca_02655","vin_dj_02651","vin01_01989"
"mmsA","","Methylmalonate-semialdehyde dehydrogenase [acylating]","3","3","1","5","4119","","","","1505","1511","1507","vin_ca_00977","vin_dj_00977","vin01_03259"
"nuoF","","NADH-quinone oxidoreductase subunit F","3","3","1","5","5083","","","","1349","1349","1349","vin_ca_02656","vin_dj_02652","vin01_01988"
"nuoG","","NADH-quinone oxidoreductase subunit G","3","3","1","5","5082","","","","2711","2714","2712","vin_ca_02657","vin_dj_02653","vin01_01987"
"nuoH","","NADH-quinone oxidoreductase subunit H","3","3","1","5","5081","","","","989","989","989","vin_ca_02658","vin_dj_02654","vin01_01986"
"nuoI","","NADH-quinone oxidoreductase subunit I","3","3","1","5","5080","","","","548","548","548","vin_ca_02659","vin_dj_02655","vin01_01985"
"nuoJ","","NADH-quinone oxidoreductase subunit J","3","3","1","5","5079","","","","500","500","500","vin_ca_02660","vin_dj_02656","vin01_01984"
"nuoK","","NADH-quinone oxidoreductase subunit K","3","3","1","5","5078","","","","308","308","308","vin_ca_02661","vin_dj_02657","vin01_01983"
"nuoL_2","","NADH-quinone oxidoreductase subunit L","3","3","1","5","5077","","","","1847","1847","1847","vin_ca_02662","vin_dj_02658","vin01_01982"
"nuoM","","NADH-quinone oxidoreductase subunit M","3","3","1","5","5076","","","","1529","1529","1529","vin_ca_02663","vin_dj_02659","vin01_01981"
"nuoN","","NADH-quinone oxidoreductase subunit N","3","3","1","5","5075","","","","1466","1472","1470","vin_ca_02664","vin_dj_02660","vin01_01980"
"phoQ","","Virulence sensor histidine kinase PhoQ","3","3","1","5","5074","","","","1322","1325","1323","vin_ca_02665","vin_dj_02661","vin01_01979"
"qseB_2","","Transcriptional regulatory protein QseB","3","3","1","5","5073","","","","665","665","665","vin_ca_02666","vin_dj_02662","vin01_01978"
"queD","","6-carboxy-5,6,7,8-tetrahydropterin synthase","3","3","1","5","5071","","","","356","356","356","vin_ca_02668","vin_dj_02664","vin01_01976"
"xcpT_2","","Type II secretion system protein G","3","3","1","5","5068","","","","437","443","441","vin_ca_02670","vin_dj_02666","vin01_01974"
"gspF","","Putative type II secretion system protein F","3","3","1","5","5066","","","","1190","1190","1190","vin_ca_02671","vin_dj_02667","vin01_01973"
"ybiT","","putative ABC transporter ATP-binding protein YbiT","3","3","1","5","5059","","","","1565","1589","1573","vin_ca_02677","vin_dj_02673","vin01_01966"
"uppP","","Undecaprenyl-diphosphatase","3","3","1","5","5056","","","","833","833","833","vin_ca_02678","vin_dj_02674","vin01_01963"
"group_1206","","hypothetical protein","3","3","1","5","5055","","","","266","266","266","vin_ca_02679","vin_dj_02675","vin01_01961"
"nfuA_2","","Fe/S biogenesis protein NfuA","3","3","1","5","5053","","","","584","584","584","vin_ca_02680","vin_dj_02676","vin01_01960"
"oprM_2","","Outer membrane protein OprM","3","3","1","5","5048","","","","1538","1682","1586","vin_ca_02682","vin_dj_02678","vin01_01956"
"mdtC_2","","Multidrug resistance protein MdtC","3","3","1","5","5047","","","","3107","3107","3107","vin_ca_02683","vin_dj_02679","vin01_01955"
"dmpF_1","","Acetaldehyde dehydrogenase","3","3","1","5","2983","","","","935","950","940","vin_ca_01392","vin_dj_01391","vin01_02882"
"mdtB_2","","Multidrug resistance protein MdtB","3","3","1","5","5046","","","","3095","3095","3095","vin_ca_02684","vin_dj_02680","vin01_01954"
"alsT","","Amino-acid carrier protein AlsT","3","3","1","5","5043","","","","1343","1343","1343","vin_ca_02687","vin_dj_02683","vin01_01951"
"group_1212","","hypothetical protein","3","3","1","5","5040","","","","638","638","638","vin_ca_02690","vin_dj_02686","vin01_01948"
"xthA","","Exodeoxyribonuclease III","3","3","1","5","5039","","","","812","812","812","vin_ca_02691","vin_dj_02687","vin01_01947"
"ppiC","","Peptidyl-prolyl cis-trans isomerase C","3","3","1","5","5035","","","","278","278","278","vin_ca_02700","vin_dj_02696","vin01_01943"
"group_1215","","hypothetical protein","3","3","1","5","5034","","","","785","1229","1081","vin_ca_02701","vin_dj_02697","vin01_01941"
"gpsA","","Glycerol-3-phosphate dehydrogenase [NAD(P) ]","3","3","1","5","5030","","","","1022","1022","1022","vin_ca_02705","vin_dj_02701","vin01_01932"
"fabB","","3-oxoacyl-[acyl-carrier-protein] synthase 1","3","3","1","5","5028","","","","1217","1217","1217","vin_ca_02707","vin_dj_02703","vin01_01930"
"group_1218","","hypothetical protein","3","3","1","5","5027","","","","464","464","464","vin_ca_02708","vin_dj_02704","vin01_01929"
"group_1219","","hypothetical protein","3","3","1","5","5025","","","","473","482","479","vin_ca_02710","vin_dj_02706","vin01_01927"
"epsE_3","","Type II secretion system protein E","3","3","1","5","5016","","","","1706","1736","1716","vin_ca_02716","vin_dj_02712","vin01_01921"
"metH","","Methionine synthase","3","3","1","5","5007","","","","3692","3836","3788","vin_ca_02725","vin_dj_02721","vin01_01911"
"mgsR","","Regulatory protein MgsR","3","3","1","5","4997","","","","428","428","428","vin_ca_02732","vin_dj_02728","vin01_01904"
"rlmN_1","","putative dual-specificity RNA methyltransferase RlmN","3","3","1","5","4992","","","","1034","1034","1034","vin_ca_02734","vin_dj_02730","vin01_01899"
"group_1224","","hypothetical protein","3","3","1","5","3705","","","","1250","1364","1288","vin_ca_02745","vin_dj_02741","vin01_01892"
"lolE_3","","Lipoprotein-releasing system transmembrane protein LolE","3","3","1","5","3707","","","","1250","1250","1250","vin_ca_02747","vin_dj_02743","vin01_01890"
"lolD_3","","Lipoprotein-releasing system ATP-binding protein LolD","3","3","1","5","3709","","","","752","752","752","vin_ca_02748","vin_dj_02744","vin01_01889"
"group_1227","","1,3,6,8-tetrahydroxynaphthalene synthase","3","3","1","5","3713","","","","1217","1220","1219","vin_ca_02751","vin_dj_02747","vin01_01886"
"adiA","","Biodegradative arginine decarboxylase","3","3","1","5","3715","","","","2240","2252","2244","vin_ca_02753","vin_dj_02749","vin01_01884"
"rnhA","","Ribonuclease HI","3","3","1","5","3718","","","","458","458","458","vin_ca_02755","vin_dj_02751","vin01_01882"
"group_123","","hypothetical protein","3","3","1","5","3005","","","","749","749","749","vin_ca_01412","vin_dj_01411","vin01_02859"
"group_1230","","hypothetical protein","3","3","1","5","3721","","","","761","764","763","vin_ca_02756","vin_dj_02752","vin01_01881"
"appA_1","","Oligopeptide-binding protein AppA","3","3","1","5","3724","","","","1829","1850","1843","vin_ca_02759","vin_dj_02755","vin01_01878"
"yejB","","Inner membrane ABC transporter permease protein YejB","3","3","1","5","3727","","","","1085","1085","1085","vin_ca_02761","vin_dj_02757","vin01_01876"
"yejE","","Inner membrane ABC transporter permease protein YejE","3","3","1","5","3728","","","","1019","1019","1019","vin_ca_02762","vin_dj_02758","vin01_01875"
"gsiA_3","","Glutathione import ATP-binding protein GsiA","3","3","1","5","3729","","","","1613","1613","1613","vin_ca_02763","vin_dj_02759","vin01_01874"
"fabI_1","","Enoyl-[acyl-carrier-protein] reductase [NADH] FabI","3","3","1","5","3730","","","","794","794","794","vin_ca_02764","vin_dj_02760","vin01_01873"
"xanP","","Xanthine permease XanP","3","3","1","5","3731","","","","1271","1358","1300","vin_ca_02765","vin_dj_02761","vin01_01872"
"group_1237","","hypothetical protein","3","3","1","5","3732","","","","932","932","932","vin_ca_02766","vin_dj_02762","vin01_01871"
"group_1238","","hypothetical protein","3","3","1","5","3733","","","","731","731","731","vin_ca_02767","vin_dj_02763","vin01_01870"
"sucD","","Succinate--CoA ligase [ADP-forming] subunit alpha","3","3","1","5","3734","","","","887","887","887","vin_ca_02768","vin_dj_02764","vin01_01869"
"sucC","","Succinate--CoA ligase [ADP-forming] subunit beta","3","3","1","5","3735","","","","1169","1169","1169","vin_ca_02769","vin_dj_02765","vin01_01868"
"group_1241","","Dihydrolipoyl dehydrogenase","3","3","1","5","3736","","","","1433","1433","1433","vin_ca_02770","vin_dj_02766","vin01_01867"
"sucA","","2-oxoglutarate dehydrogenase E1 component","3","3","1","5","3738","","","","2831","2831","2831","vin_ca_02772","vin_dj_02768","vin01_01865"
"sdhB","","Succinate dehydrogenase iron-sulfur subunit","3","3","1","5","3739","","","","719","719","719","vin_ca_02773","vin_dj_02769","vin01_01864"
"sdhA","","Succinate dehydrogenase flavoprotein subunit","3","3","1","5","3740","","","","1712","1772","1752","vin_ca_02774","vin_dj_02770","vin01_01863"
"sdhD","","Succinate dehydrogenase hydrophobic membrane anchor subunit","3","3","1","5","3741","","","","368","368","368","vin_ca_02775","vin_dj_02771","vin01_01862"
"gltA_2","","Citrate synthase","3","3","1","5","3743","","","","1280","1283","1282","vin_ca_02777","vin_dj_02773","vin01_01860"
"group_1247","","hypothetical protein","3","3","1","5","3746","","","","281","281","281","vin_ca_02781","vin_dj_02777","vin01_01857"
"wbpA","","UDP-N-acetyl-D-glucosamine 6-dehydrogenase","3","3","1","5","3754","","","","1277","1277","1277","vin_ca_02786","vin_dj_02782","vin01_01851"
"tuaD","","UDP-glucose 6-dehydrogenase TuaD","3","3","1","5","3764","","","","1322","1322","1322","vin_ca_02791","vin_dj_02787","vin01_01846"
"pglA","","N,N'-diacetylbacillosaminyl-diphospho-undecaprenol alpha-1,3-N-acetylgalactosaminyltransferase","3","3","1","5","3773","","","","1124","1124","1124","vin_ca_02799","vin_dj_02795","vin01_01837"
"epsL","","putative sugar transferase EpsL","3","3","1","5","3774","","","","596","599","597","vin_ca_02800","vin_dj_02796","vin01_01836"
"epsM","","Putative acetyltransferase EpsM","3","3","1","5","3775","","","","617","629","625","vin_ca_02801","vin_dj_02797","vin01_01835"
"phaJ_1","","(R)-specific enoyl-CoA hydratase","3","3","1","5","3784","","","","470","470","470","vin_ca_02810","vin_dj_02806","vin01_01816"
"codA","","Cytosine deaminase","3","3","1","5","3786","","","","1238","1238","1238","vin_ca_02811","vin_dj_02807","vin01_01814"
"group_1255","","hypothetical protein","3","3","1","5","3657","","","","815","815","815","vin_ca_02812","vin_dj_02808","vin01_02612"
"iclR","","Transcriptional repressor IclR","3","3","1","5","3651","","","","776","776","776","vin_ca_02817","vin_dj_02813","vin01_02614"
"group_1257","","hypothetical protein","3","3","1","5","3646","","","","167","167","167","vin_ca_02819","vin_dj_02815","vin01_02623"
"rapA_3","","RNA polymerase-associated protein RapA","3","3","1","5","3638","","","","2849","2849","2849","vin_ca_02821","vin_dj_02817","vin01_02625"
"smc_2","","Chromosome partition protein Smc","3","3","1","5","3635","","","","3488","3488","3488","vin_ca_02824","vin_dj_02820","vin01_02628"
"moaA_2","","GTP 3',8-cyclase","3","3","1","5","3634","","","","995","995","995","vin_ca_02825","vin_dj_02821","vin01_02629"
"dsbE","","Thiol:disulfide interchange protein DsbE","3","3","1","5","3629","","","","530","530","530","vin_ca_02831","vin_dj_02827","vin01_02634"
"ccmF","","Cytochrome c-type biogenesis protein CcmF","3","3","1","5","3624","","","","1973","1973","1973","vin_ca_02832","vin_dj_02828","vin01_02635"
"ccmE","","Cytochrome c-type biogenesis protein CcmE","3","3","1","5","3623","","","","467","467","467","vin_ca_02833","vin_dj_02829","vin01_02636"
"group_1264","","hypothetical protein","3","3","1","5","3622","","","","176","176","176","vin_ca_02834","vin_dj_02830","vin01_02637"
"ccmC","","Heme exporter protein C","3","3","1","5","3621","","","","752","752","752","vin_ca_02835","vin_dj_02831","vin01_02638"
"ccmB","","Heme exporter protein B","3","3","1","5","3620","","","","671","671","671","vin_ca_02836","vin_dj_02832","vin01_02639"
"ccmA","","Cytochrome c biogenesis ATP-binding export protein CcmA","3","3","1","5","3619","","","","686","710","702","vin_ca_02837","vin_dj_02833","vin01_02640"
"ssuB_4","","Aliphatic sulfonates import ATP-binding protein SsuB","3","3","1","5","3616","","","","800","803","801","vin_ca_02844","vin_dj_02840","vin01_02647"
"ssuC_7","","Putative aliphatic sulfonates transport permease protein SsuC","3","3","1","5","3613","","","","794","794","794","vin_ca_02845","vin_dj_02841","vin01_02648"
"ssuD_2","","Alkanesulfonate monooxygenase","3","3","1","5","3612","","","","1148","1148","1148","vin_ca_02846","vin_dj_02842","vin01_02649"
"ssuA_11","","Putative aliphatic sulfonates-binding protein","3","3","1","5","3611","","","","962","962","962","vin_ca_02847","vin_dj_02843","vin01_02650"
"tsaA","","putative peroxiredoxin","3","3","1","5","3609","","","","638","638","638","vin_ca_02849","vin_dj_02845","vin01_02652"
"sbp_1","","Sulfate-binding protein","3","3","1","5","3608","","","","998","998","998","vin_ca_02850","vin_dj_02846","vin01_02653"
"group_1274","","hypothetical protein","3","3","1","5","3881","","","","971","1019","1003","vin_ca_02883","vin_dj_02879","vin01_01789"
"ssuC_8","","Putative aliphatic sulfonates transport permease protein SsuC","3","3","1","5","3883","","","","866","866","866","vin_ca_02885","vin_dj_02881","vin01_01787"
"cmpD_2","","Bicarbonate transport ATP-binding protein CmpD","3","3","1","5","3884","","","","830","830","830","vin_ca_02886","vin_dj_02882","vin01_01786"
"group_1277","","hypothetical protein","3","3","1","5","3885","","","","1031","1031","1031","vin_ca_02887","vin_dj_02883","vin01_01785"
"tauD_4","","Alpha-ketoglutarate-dependent taurine dioxygenase","3","3","1","5","3887","","","","887","887","887","vin_ca_02888","vin_dj_02884","vin01_01784"
"glpE_4","","Thiosulfate sulfurtransferase GlpE","3","3","1","5","3889","","","","1583","1583","1583","vin_ca_02890","vin_dj_02886","vin01_01782"
"group_128","","D-xylulose reductase","3","3","1","5","7173","","","","1040","1040","1040","vin_ca_01541","vin_dj_01540","vin01_02031"
"group_1280","","3-mercaptopropionate dioxygenase","3","3","1","5","3890","","","","608","608","608","vin_ca_02891","vin_dj_02887","vin01_01781"
"gltR_1","","HTH-type transcriptional regulator GltR","3","3","1","5","4606","","","","911","911","911","vin_ca_02892","vin_dj_02888","vin01_01780"
"higA-2_2","","Antitoxin HigA-2","3","3","1","5","4599","","","","197","311","273","vin_ca_02899","vin_dj_02895","vin01_01727"
"ydbM_2","","Putative acyl-CoA dehydrogenase YdbM","3","3","1","5","4610","","","","1190","1190","1190","vin_ca_02904","vin_dj_02900","vin01_01776"
"group_1284","","hypothetical protein","3","3","1","5","4611","","","","1064","1082","1076","vin_ca_02905","vin_dj_02901","vin01_01775"
"ssuC_9","","Putative aliphatic sulfonates transport permease protein SsuC","3","3","1","5","4612","","","","995","995","995","vin_ca_02906","vin_dj_02902","vin01_01774"
"cmpD_3","","Bicarbonate transport ATP-binding protein CmpD","3","3","1","5","4621","","","","791","794","793","vin_ca_02907","vin_dj_02903","vin01_01773"
"ssuD_3","","Alkanesulfonate monooxygenase","3","3","1","5","4661","","","","1091","1091","1091","vin_ca_02926","vin_dj_02922","vin01_01770"
"ntaA_6","","Nitrilotriacetate monooxygenase component A","3","3","1","5","4650","","","","1325","1325","1325","vin_ca_02927","vin_dj_02923","vin01_01769"
"soxC_1","","Dibenzothiophene desulfurization enzyme C","3","3","1","5","4649","","","","1178","1205","1187","vin_ca_02928","vin_dj_02924","vin01_01768"
"novR_2","","Decarboxylase NovR","3","3","1","5","4648","","","","773","773","773","vin_ca_02930","vin_dj_02926","vin01_01767"
"ssuA_14","","Putative aliphatic sulfonates-binding protein","3","3","1","5","4647","","","","977","992","982","vin_ca_02932","vin_dj_02928","vin01_01766"
"ssuA_15","","Putative aliphatic sulfonates-binding protein","3","3","1","5","4645","","","","944","944","944","vin_ca_02933","vin_dj_02929","vin01_01765"
"group_1295","","hypothetical protein","3","3","1","5","4641","","","","620","620","620","vin_ca_02937","vin_dj_02933","vin01_01760"
"soxC_2","","Dibenzothiophene desulfurization enzyme C","3","3","1","5","4639","","","","1274","1274","1274","vin_ca_02939","vin_dj_02935","vin01_01757"
"soxC_3","","Dibenzothiophene desulfurization enzyme C","3","3","1","5","4636","","","","1208","1208","1208","vin_ca_02940","vin_dj_02936","vin01_01756"
"dmoA_1","","Dimethyl-sulfide monooxygenase","3","3","1","5","4635","","","","1388","1391","1390","vin_ca_02941","vin_dj_02937","vin01_01755"
"metQ","","D-methionine-binding lipoprotein MetQ","3","3","1","5","4634","","","","818","821","820","vin_ca_02942","vin_dj_02938","vin01_01754"
"lamB_2","","Maltoporin","3","3","1","5","7181","","","","1169","1280","1206","vin_ca_01547","vin_dj_01546","vin01_02026"
"metI","","D-methionine transport system permease protein MetI","3","3","1","5","4631","","","","650","650","650","vin_ca_02944","vin_dj_02940","vin01_01751"
